#timeslot	 max ID in flow 1-max ID ACKed in flow 1	 max ID in flow 2-max ID ACKed in flow 2
8829	52	25
8830	53	26
8831	55	26
8832	58	27
8833	61	28
8834	62	28
8835	67	29
8836	70	30
8837	71	31
8838	72	31
8839	73	32
8840	74	34
8841	76	35
8842	47	21
8843	50	21
8844	52	1
8845	54	4
8846	56	6
8847	57	4
8848	57	5
8849	60	7
8850	63	5
8851	65	6
8852	43	5
8853	45	5
8854	46	6
8855	45	6
8856	45	4
8857	45	5
8858	44	7
8859	43	9
8860	42	9
8861	42	4
8862	45	5
8863	46	8
8864	47	9
8865	48	9
8866	49	9
8867	51	11
8868	52	14
8869	53	15
8870	56	17
8871	58	20
8872	58	21
8873	62	23
8874	62	25
8875	62	27
8876	62	28
8877	66	29
8878	68	29
8879	68	29
8880	69	31
8881	70	33
8882	72	34
8883	72	37
8884	74	38
8885	78	39
8886	80	40
8887	84	41
8888	85	43
8889	86	43
8890	86	44
8891	86	48
8892	88	49
8893	89	50
8894	91	50
8895	92	51
8896	92	53
8897	94	54
8898	95	55
8899	97	57
8900	100	58
8901	103	59
8902	105	62
8903	106	63
8904	109	63
8905	112	66
8906	113	68
8907	114	69
8908	114	70
8909	116	71
8910	117	73
8911	118	74
8912	121	74
8913	123	74
8914	123	74
8915	30	9
8916	28	11
8917	26	12
8918	27	5
8919	27	5
8920	25	5
8921	27	7
8922	30	10
8923	31	11
8924	31	11
8925	31	12
8926	34	12
8927	37	15
8928	30	16
8929	30	18
8930	32	10
8931	32	11
8932	35	13
8933	37	11
8934	38	15
8935	38	16
8936	38	16
8937	41	16
8938	42	16
8939	44	12
8940	45	15
8941	47	15
8942	53	16
8943	25	16
8944	26	17
8945	28	21
8946	29	8
8947	29	8
8948	30	8
8949	22	9
8950	23	9
8951	26	10
8952	28	10
8953	29	11
8954	31	11
8955	22	5
8956	25	5
8957	26	8
8958	27	10
8959	27	12
8960	28	13
8961	30	16
8962	30	6
8963	38	9
8964	38	10
8965	30	10
8966	32	11
8967	29	4
8968	29	5
8969	32	9
8970	35	10
8971	36	9
8972	39	9
8973	40	10
8974	40	11
8975	44	13
8976	45	15
8977	49	15
8978	52	16
8979	53	19
8980	42	20
8981	46	22
8982	48	24
8983	51	7
8984	53	8
8985	55	11
8986	56	9
8987	57	11
8988	57	12
8989	34	12
8990	33	16
8991	33	17
8992	35	17
8993	37	17
8994	38	19
8995	41	17
8996	43	17
8997	45	17
8998	48	18
8999	49	18
9000	49	19
9001	42	21
9002	42	21
9003	42	21
9004	33	12
9005	31	14
9006	33	14
9007	35	7
9008	38	9
9009	38	10
9010	39	11
9011	39	13
9012	42	13
9013	43	14
9014	45	18
9015	36	18
9016	37	19
9017	37	19
9018	40	19
9019	41	19
9020	43	21
9021	46	23
9022	48	23
9023	51	24
9024	52	27
9025	52	28
9026	53	28
9027	54	29
9028	55	31
9029	36	2
9030	37	4
9031	39	5
9032	39	7
9033	41	8
9034	43	4
9035	45	2
9036	46	2
9037	26	1
9038	27	3
9039	29	6
9040	32	6
9041	35	6
9042	39	6
9043	42	7
9044	44	7
9045	45	7
9046	48	8
9047	48	9
9048	50	11
9049	52	13
9050	52	15
9051	47	10
9052	50	12
9053	51	8
9054	54	11
9055	33	12
9056	35	13
9057	37	16
9058	38	17
9059	40	18
9060	33	19
9061	33	21
9062	36	7
9063	34	8
9064	34	8
9065	32	5
9066	32	5
9067	33	7
9068	36	6
9069	37	5
9070	33	5
9071	31	6
9072	31	6
9073	30	8
9074	30	8
9075	30	6
9076	31	8
9077	31	10
9078	30	11
9079	31	12
9080	31	12
9081	29	1
9082	31	3
9083	33	3
9084	35	8
9085	36	10
9086	35	10
9087	36	12
9088	39	9
9089	39	8
9090	41	8
9091	44	7
9092	35	10
9093	39	11
9094	39	13
9095	41	15
9096	43	15
9097	45	16
9098	45	18
9099	46	20
9100	47	21
9101	49	22
9102	50	24
9103	51	27
9104	53	27
9105	55	30
9106	55	31
9107	55	32
9108	55	32
9109	25	14
9110	27	14
9111	28	15
9112	29	7
9113	29	10
9114	32	10
9115	35	11
9116	36	6
9117	41	7
9118	41	8
9119	45	11
9120	47	14
9121	50	14
9122	31	16
9123	34	17
9124	34	10
9125	37	14
9126	39	17
9127	39	17
9128	40	18
9129	41	19
9130	42	19
9131	42	21
9132	45	22
9133	47	26
9134	50	26
9135	51	27
9136	53	27
9137	54	28
9138	58	31
9139	60	35
9140	61	37
9141	62	38
9142	64	39
9143	66	45
9144	67	48
9145	68	49
9146	70	49
9147	71	52
9148	75	53
9149	25	15
9150	25	21
9151	27	21
9152	27	22
9153	28	23
9154	30	24
9155	32	24
9156	32	25
9157	23	23
9158	22	24
9159	23	26
9160	25	22
9161	25	26
9162	21	28
9163	24	30
9164	26	31
9165	27	32
9166	32	36
9167	26	24
9168	27	27
9169	30	28
9170	34	29
9171	36	28
9172	38	26
9173	38	26
9174	41	27
9175	42	27
9176	46	27
9177	28	29
9178	31	30
9179	31	33
9180	32	26
9181	34	25
9182	26	26
9183	24	27
9184	22	27
9185	23	28
9186	26	30
9187	27	30
9188	28	24
9189	31	25
9190	33	24
9191	34	28
9192	35	30
9193	36	31
9194	37	33
9195	38	37
9196	39	38
9197	42	41
9198	39	42
9199	42	45
9200	44	46
9201	44	47
9202	45	48
9203	45	50
9204	45	51
9205	47	52
9206	47	52
9207	48	52
9208	49	55
9209	52	59
9210	52	62
9211	53	63
9212	56	64
9213	61	66
9214	25	29
9215	26	28
9216	28	27
9217	30	27
9218	25	27
9219	23	25
9220	22	26
9221	24	25
9222	24	31
9223	24	34
9224	27	35
9225	29	36
9226	32	36
9227	32	37
9228	35	39
9229	37	39
9230	37	40
9231	41	41
9232	42	43
9233	43	47
9234	45	48
9235	46	49
9236	48	51
9237	48	53
9238	51	53
9239	52	53
9240	54	56
9241	55	57
9242	58	62
9243	60	65
9244	62	65
9245	62	66
9246	62	66
9247	62	67
9248	66	69
9249	67	70
9250	67	71
9251	68	72
9252	72	72
9253	72	73
9254	76	74
9255	79	75
9256	82	76
9257	83	78
9258	84	79
9259	87	82
9260	89	83
9261	91	83
9262	92	84
9263	92	86
9264	93	86
9265	94	88
9266	96	92
9267	99	93
9268	31	30
9269	31	33
9270	33	26
9271	37	26
9272	41	27
9273	20	28
9274	22	29
9275	22	27
9276	24	31
9277	25	36
9278	26	36
9279	27	37
9280	28	41
9281	29	43
9282	29	49
9283	32	53
9284	37	53
9285	37	53
9286	40	56
9287	41	57
9288	43	59
9289	47	60
9290	48	60
9291	50	61
9292	52	61
9293	57	61
9294	57	62
9295	62	64
9296	62	65
9297	63	68
9298	64	70
9299	65	70
9300	66	73
9301	21	28
9302	26	29
9303	24	29
9304	25	31
9305	26	33
9306	24	25
9307	25	25
9308	27	25
9309	28	28
9310	30	29
9311	32	30
9312	32	31
9313	33	31
9314	38	31
9315	39	34
9316	42	35
9317	46	35
9318	49	36
9319	52	38
9320	54	39
9321	54	41
9322	58	43
9323	59	43
9324	33	43
9325	34	45
9326	32	16
9327	30	17
9328	34	17
9329	33	17
9330	36	19
9331	37	11
9332	37	13
9333	37	14
9334	38	11
9335	38	11
9336	38	12
9337	41	14
9338	44	10
9339	46	11
9340	31	12
9341	32	14
9342	32	14
9343	35	18
9344	38	19
9345	40	11
9346	40	15
9347	42	15
9348	45	17
9349	50	15
9350	50	16
9351	52	17
9352	44	17
9353	45	18
9354	45	17
9355	47	18
9356	48	19
9357	50	22
9358	51	23
9359	52	26
9360	56	28
9361	59	29
9362	61	29
9363	62	31
9364	64	36
9365	67	37
9366	69	40
9367	71	43
9368	74	45
9369	77	46
9370	81	48
9371	84	49
9372	89	52
9373	91	55
9374	95	55
9375	95	56
9376	97	57
9377	55	10
9378	55	13
9379	55	13
9380	56	15
9381	61	17
9382	64	18
9383	65	21
9384	65	23
9385	67	27
9386	69	27
9387	72	29
9388	73	29
9389	75	30
9390	76	30
9391	79	30
9392	80	31
9393	82	33
9394	84	35
9395	84	37
9396	87	38
9397	88	39
9398	90	41
9399	92	41
9400	93	41
9401	94	41
9402	96	41
9403	99	42
9404	101	42
9405	103	43
9406	105	44
9407	110	45
9408	113	48
9409	113	49
9410	114	50
9411	116	51
9412	117	52
9413	121	52
9414	125	52
9415	128	57
9416	130	59
9417	133	59
9418	134	61
9419	137	61
9420	144	62
9421	145	62
9422	146	62
9423	147	65
9424	149	68
9425	152	71
9426	153	73
9427	154	74
9428	156	74
9429	158	80
9430	161	81
9431	162	82
9432	162	82
9433	162	84
9434	163	86
9435	71	9
9436	73	9
9437	74	11
9438	75	12
9439	77	14
9440	79	16
9441	82	8
9442	83	10
9443	86	11
9444	88	13
9445	83	14
9446	84	15
9447	85	15
9448	87	16
9449	89	16
9450	89	17
9451	91	19
9452	91	19
9453	91	22
9454	94	22
9455	97	24
9456	100	26
9457	102	27
9458	106	27
9459	106	28
9460	108	32
9461	112	33
9462	113	35
9463	113	36
9464	114	39
9465	115	39
9466	117	41
9467	118	41
9468	120	45
9469	122	46
9470	123	47
9471	126	49
9472	126	49
9473	126	49
9474	126	49
9475	128	49
9476	130	51
9477	134	54
9478	136	56
9479	137	58
9480	138	59
9481	140	61
9482	143	61
9483	144	63
9484	145	64
9485	150	67
9486	155	69
9487	158	69
9488	161	71
9489	163	72
9490	165	74
9491	165	76
9492	166	77
9493	166	78
9494	168	79
9495	173	79
9496	174	81
9497	174	83
9498	176	85
9499	176	86
9500	176	89
9501	177	90
9502	180	91
9503	181	92
9504	71	7
9505	69	10
9506	69	12
9507	68	14
9508	71	14
9509	72	14
9510	73	14
9511	76	10
9512	77	12
9513	80	12
9514	81	12
9515	81	14
9516	84	14
9517	87	14
9518	89	14
9519	91	15
9520	91	18
9521	93	20
9522	94	21
9523	96	23
9524	99	25
9525	100	26
9526	101	27
9527	102	27
9528	104	29
9529	105	31
9530	108	34
9531	108	35
9532	109	35
9533	111	37
9534	116	38
9535	120	40
9536	120	41
9537	120	42
9538	122	43
9539	124	44
9540	128	45
9541	128	46
9542	133	47
9543	135	47
9544	139	48
9545	141	49
9546	141	50
9547	144	53
9548	146	53
9549	147	53
9550	149	55
9551	99	4
9552	104	5
9553	105	6
9554	108	8
9555	69	2
9556	69	4
9557	70	5
9558	74	5
9559	75	4
9560	76	4
9561	79	3
9562	81	2
9563	83	2
9564	83	2
9565	86	2
9566	88	4
9567	89	5
9568	90	6
9569	91	9
9570	67	3
9571	65	2
9572	63	3
9573	62	4
9574	65	7
9575	69	4
9576	71	5
9577	66	6
9578	68	8
9579	70	3
9580	72	1
9581	75	1
9582	71	0
9583	71	1
9584	71	2
9585	71	3
9586	73	4
9587	75	4
9588	77	2
9589	63	0
9590	62	2
9591	63	0
9592	62	0
9593	61	1
9594	62	4
9595	63	4
9596	61	4
9597	62	6
9598	60	7
9599	58	5
9600	58	8
9601	59	8
9602	58	10
9603	56	7
9604	56	5
9605	55	5
9606	55	7
9607	57	7
9608	57	2
9609	56	4
9610	54	5
9611	52	8
9612	54	8
9613	53	11
9614	51	12
9615	51	6
9616	51	7
9617	49	6
9618	51	9
9619	55	9
9620	56	11
9621	51	14
9622	51	15
9623	52	16
9624	54	16
9625	55	16
9626	56	6
9627	56	7
9628	60	12
9629	63	13
9630	65	16
9631	67	17
9632	61	6
9633	62	7
9634	61	7
9635	63	7
9636	64	10
9637	65	10
9638	66	10
9639	66	11
9640	67	14
9641	70	13
9642	72	15
9643	56	13
9644	59	13
9645	58	12
9646	60	14
9647	62	14
9648	65	15
9649	63	9
9650	63	7
9651	65	8
9652	65	8
9653	69	9
9654	71	11
9655	74	12
9656	75	13
9657	76	14
9658	77	14
9659	78	14
9660	81	16
9661	73	7
9662	74	8
9663	74	4
9664	77	4
9665	80	4
9666	80	4
9667	80	6
9668	60	0
9669	61	1
9670	59	0
9671	60	1
9672	62	1
9673	63	1
9674	65	4
9675	67	6
9676	70	7
9677	71	7
9678	72	7
9679	75	7
9680	79	8
9681	79	8
9682	81	8
9683	82	9
9684	84	10
9685	85	11
9686	86	11
9687	88	13
9688	58	2
9689	59	3
9690	61	4
9691	62	4
9692	62	7
9693	63	10
9694	65	12
9695	65	13
9696	65	16
9697	68	20
9698	70	21
9699	75	21
9700	75	22
9701	76	22
9702	78	23
9703	79	25
9704	81	29
9705	84	29
9706	87	29
9707	89	33
9708	91	34
9709	92	35
9710	94	38
9711	94	40
9712	96	41
9713	98	41
9714	99	44
9715	101	45
9716	104	46
9717	107	48
9718	108	51
9719	108	52
9720	108	56
9721	113	57
9722	116	57
9723	119	60
9724	122	61
9725	125	61
9726	126	61
9727	127	62
9728	129	62
9729	131	63
9730	132	67
9731	135	69
9732	135	70
9733	138	70
9734	57	3
9735	55	6
9736	56	7
9737	56	8
9738	55	11
9739	56	11
9740	54	4
9741	54	2
9742	55	0
9743	54	0
9744	54	1
9745	55	2
9746	59	5
9747	60	11
9748	61	12
9749	64	12
9750	66	13
9751	67	17
9752	69	18
9753	56	6
9754	56	11
9755	56	12
9756	59	14
9757	61	12
9758	61	14
9759	62	16
9760	62	17
9761	63	17
9762	63	21
9763	65	24
9764	67	24
9765	71	26
9766	73	28
9767	77	29
9768	77	30
9769	82	33
9770	67	14
9771	70	12
9772	71	13
9773	72	16
9774	75	16
9775	64	16
9776	65	17
9777	62	18
9778	62	13
9779	64	13
9780	65	14
9781	60	15
9782	62	16
9783	60	20
9784	58	22
9785	56	24
9786	55	14
9787	55	14
9788	55	15
9789	58	12
9790	64	14
9791	64	15
9792	65	16
9793	69	17
9794	70	17
9795	72	19
9796	73	21
9797	76	22
9798	77	24
9799	59	25
9800	65	28
9801	66	8
9802	66	8
9803	69	10
9804	60	9
9805	63	8
9806	62	9
9807	62	9
9808	62	8
9809	60	8
9810	60	9
9811	62	10
9812	63	11
9813	67	15
9814	67	14
9815	68	16
9816	58	13
9817	59	13
9818	62	15
9819	62	15
9820	64	12
9821	69	13
9822	72	13
9823	74	14
9824	76	15
9825	78	16
9826	79	12
9827	79	15
9828	80	17
9829	81	13
9830	82	12
9831	82	11
9832	82	11
9833	55	12
9834	55	13
9835	58	11
9836	58	11
9837	60	13
9838	61	11
9839	52	11
9840	51	11
9841	51	10
9842	51	9
9843	51	12
9844	54	13
9845	56	14
9846	57	16
9847	59	12
9848	61	13
9849	62	13
9850	61	15
9851	63	19
9852	55	9
9853	53	7
9854	54	8
9855	53	11
9856	55	12
9857	57	14
9858	58	7
9859	59	6
9860	61	8
9861	63	9
9862	64	9
9863	65	11
9864	67	12
9865	69	14
9866	72	11
9867	72	13
9868	51	15
9869	52	17
9870	54	19
9871	55	21
9872	56	24
9873	56	24
9874	56	27
9875	57	22
9876	59	22
9877	59	24
9878	42	26
9879	42	27
9880	40	22
9881	45	24
9882	45	25
9883	46	22
9884	48	24
9885	50	27
9886	52	31
9887	53	29
9888	56	32
9889	59	30
9890	61	31
9891	63	32
9892	64	30
9893	68	30
9894	45	28
9895	43	27
9896	42	25
9897	42	24
9898	42	28
9899	43	34
9900	47	35
9901	49	36
9902	50	38
9903	53	40
9904	58	42
9905	59	44
9906	61	47
9907	63	52
9908	67	53
9909	48	41
9910	50	42
9911	50	44
9912	50	45
9913	50	45
9914	48	36
9915	46	38
9916	44	38
9917	45	38
9918	46	40
9919	45	39
9920	45	42
9921	45	41
9922	44	40
9923	42	41
9924	41	43
9925	42	46
9926	42	42
9927	44	43
9928	43	44
9929	45	46
9930	45	48
9931	46	48
9932	46	49
9933	44	39
9934	44	42
9935	43	40
9936	44	41
9937	47	41
9938	47	43
9939	49	41
9940	51	44
9941	52	46
9942	54	50
9943	54	53
9944	55	50
9945	56	53
9946	56	51
9947	58	50
9948	59	53
9949	37	54
9950	38	55
9951	38	57
9952	40	52
9953	42	54
9954	44	57
9955	44	58
9956	46	60
9957	47	61
9958	50	65
9959	51	66
9960	54	68
9961	56	68
9962	59	73
9963	61	74
9964	62	76
9965	64	76
9966	65	77
9967	66	77
9968	66	80
9969	67	80
9970	70	81
9971	72	84
9972	72	84
9973	75	86
9974	75	86
9975	75	86
9976	77	87
9977	78	87
9978	79	89
9979	79	90
9980	79	90
9981	81	91
9982	82	92
9983	87	94
9984	90	94
9985	94	95
9986	96	97
9987	99	97
9988	102	98
9989	102	101
9990	102	101
9991	103	102
9992	105	105
9993	109	106
9994	111	107
9995	112	109
9996	30	49
9997	33	51
9998	32	52
9999	34	54
10000	35	54
10001	33	56
10002	34	56
10003	34	40
10004	35	40
10005	36	37
10006	41	36
10007	32	37
10008	34	35
10009	33	35
10010	35	36
10011	35	36
10012	35	34
10013	36	35
10014	38	37
10015	41	40
10016	43	41
10017	43	42
10018	45	38
10019	48	40
10020	52	40
10021	54	43
10022	30	45
10023	32	47
10024	33	51
10025	35	52
10026	29	52
10027	29	53
10028	31	55
10029	33	57
10030	29	39
10031	30	38
10032	28	43
10033	29	43
10034	31	43
10035	33	44
10036	34	40
10037	37	42
10038	38	45
10039	30	43
10040	30	41
10041	31	44
10042	34	43
10043	38	44
10044	42	42
10045	45	43
10046	47	44
10047	37	45
10048	39	45
10049	41	39
10050	42	37
10051	37	36
10052	36	37
10053	37	38
10054	38	41
10055	38	43
10056	40	43
10057	43	44
10058	43	45
10059	39	48
10060	40	54
10061	41	56
10062	42	57
10063	45	58
10064	47	57
10065	49	59
10066	52	59
10067	41	42
10068	43	42
10069	41	40
10070	43	39
10071	46	38
10072	49	37
10073	45	36
10074	45	35
10075	44	33
10076	45	34
10077	46	35
10078	48	35
10079	50	38
10080	49	44
10081	53	48
10082	53	48
10083	56	51
10084	57	52
10085	59	53
10086	60	41
10087	61	40
10088	63	43
10089	65	43
10090	66	45
10091	49	38
10092	50	38
10093	52	37
10094	51	39
10095	51	39
10096	50	36
10097	50	36
10098	50	36
10099	52	36
10100	54	35
10101	56	34
10102	59	34
10103	59	33
10104	63	33
10105	65	34
10106	65	34
10107	69	36
10108	76	34
10109	76	35
10110	78	33
10111	61	31
10112	63	30
10113	64	30
10114	68	30
10115	71	31
10116	72	32
10117	66	34
10118	69	35
10119	72	37
10120	76	38
10121	76	39
10122	79	44
10123	81	44
10124	83	47
10125	69	40
10126	67	41
10127	69	33
10128	68	33
10129	69	37
10130	73	39
10131	76	40
10132	79	40
10133	78	41
10134	82	43
10135	81	44
10136	83	44
10137	84	45
10138	87	48
10139	88	49
10140	89	51
10141	85	51
10142	83	52
10143	82	24
10144	84	23
10145	83	23
10146	83	22
10147	86	25
10148	88	26
10149	89	27
10150	91	29
10151	93	29
10152	94	32
10153	95	35
10154	95	37
10155	97	37
10156	98	37
10157	98	38
10158	98	38
10159	99	39
10160	102	42
10161	105	43
10162	106	46
10163	106	47
10164	108	49
10165	108	50
10166	109	51
10167	114	51
10168	114	53
10169	76	31
10170	76	35
10171	78	33
10172	80	34
10173	81	34
10174	82	35
10175	82	32
10176	85	32
10177	88	36
10178	88	38
10179	81	39
10180	84	41
10181	85	41
10182	81	44
10183	84	35
10184	85	34
10185	88	36
10186	91	37
10187	93	39
10188	95	34
10189	96	34
10190	87	31
10191	90	31
10192	90	31
10193	93	31
10194	88	36
10195	86	38
10196	86	31
10197	90	33
10198	93	32
10199	95	33
10200	91	35
10201	94	36
10202	92	38
10203	91	38
10204	94	38
10205	93	29
10206	92	32
10207	95	32
10208	96	34
10209	97	37
10210	100	29
10211	103	31
10212	106	31
10213	107	32
10214	109	33
10215	109	32
10216	113	33
10217	114	33
10218	118	35
10219	120	36
10220	125	38
10221	125	40
10222	126	44
10223	126	46
10224	110	47
10225	113	49
10226	116	51
10227	116	53
10228	119	55
10229	120	55
10230	121	57
10231	122	57
10232	126	59
10233	126	61
10234	104	38
10235	104	40
10236	95	38
10237	95	38
10238	95	42
10239	97	42
10240	96	43
10241	98	43
10242	102	45
10243	104	47
10244	105	48
10245	108	44
10246	109	44
10247	111	46
10248	111	43
10249	111	42
10250	98	42
10251	96	45
10252	98	46
10253	100	46
10254	101	46
10255	104	48
10256	104	48
10257	105	49
10258	106	50
10259	110	50
10260	111	52
10261	111	53
10262	108	41
10263	109	41
10264	100	43
10265	103	46
10266	105	46
10267	105	47
10268	104	47
10269	103	34
10270	105	35
10271	108	35
10272	109	36
10273	113	38
10274	114	36
10275	116	37
10276	117	38
10277	118	40
10278	118	43
10279	120	45
10280	121	47
10281	124	38
10282	124	37
10283	126	40
10284	130	39
10285	133	39
10286	134	37
10287	134	36
10288	105	37
10289	105	40
10290	106	37
10291	108	36
10292	108	38
10293	106	39
10294	105	37
10295	105	36
10296	104	36
10297	105	37
10298	103	39
10299	103	36
10300	103	38
10301	104	38
10302	104	36
10303	103	37
10304	104	35
10305	103	33
10306	102	33
10307	101	31
10308	103	32
10309	102	32
10310	101	33
10311	101	34
10312	105	34
10313	107	35
10314	108	36
10315	110	36
10316	111	34
10317	111	35
10318	113	36
10319	117	38
10320	119	38
10321	106	26
10322	107	28
10323	109	28
10324	110	28
10325	111	28
10326	108	17
10327	109	19
10328	109	20
10329	112	21
10330	112	22
10331	113	23
10332	114	26
10333	115	26
10334	116	29
10335	119	31
10336	123	31
10337	125	33
10338	126	35
10339	131	36
10340	110	13
10341	108	13
10342	107	12
10343	111	12
10344	112	13
10345	113	14
10346	114	16
10347	110	21
10348	110	24
10349	111	26
10350	112	16
10351	113	16
10352	109	19
10353	108	21
10354	111	21
10355	115	23
10356	117	25
10357	119	28
10358	121	28
10359	123	21
10360	124	22
10361	127	22
10362	128	22
10363	131	22
10364	131	23
10365	132	24
10366	135	25
10367	136	27
10368	138	28
10369	140	31
10370	142	32
10371	142	35
10372	143	36
10373	143	36
10374	144	37
10375	145	38
10376	148	40
10377	149	42
10378	153	42
10379	155	43
10380	156	45
10381	158	47
10382	161	49
10383	161	50
10384	163	50
10385	165	53
10386	166	54
10387	167	54
10388	170	54
10389	171	56
10390	172	56
10391	174	58
10392	175	61
10393	177	62
10394	180	64
10395	181	66
10396	182	68
10397	183	69
10398	110	12
10399	111	15
10400	111	15
10401	113	16
10402	114	4
10403	115	5
10404	112	6
10405	113	7
10406	114	7
10407	114	8
10408	115	5
10409	115	7
10410	116	9
10411	118	10
10412	120	5
10413	120	6
10414	121	5
10415	124	5
10416	102	3
10417	102	1
10418	104	5
10419	108	7
10420	108	10
10421	108	6
10422	109	6
10423	108	5
10424	109	6
10425	111	8
10426	112	9
10427	113	5
10428	114	5
10429	105	3
10430	105	5
10431	104	4
10432	105	3
10433	104	4
10434	103	9
10435	105	6
10436	108	4
10437	110	4
10438	114	5
10439	117	4
10440	118	5
10441	121	6
10442	124	5
10443	125	5
10444	128	8
10445	130	8
10446	111	8
10447	110	9
10448	110	10
10449	112	12
10450	114	3
10451	116	3
10452	116	5
10453	117	8
10454	117	10
10455	118	14
10456	119	16
10457	119	18
10458	120	18
10459	121	19
10460	121	21
10461	122	23
10462	125	25
10463	125	25
10464	125	27
10465	126	29
10466	128	30
10467	131	30
10468	133	32
10469	133	33
10470	135	35
10471	138	35
10472	139	36
10473	140	38
10474	142	40
10475	144	41
10476	144	41
10477	149	42
10478	150	43
10479	150	44
10480	152	46
10481	153	46
10482	156	49
10483	102	15
10484	102	6
10485	103	6
10486	92	7
10487	92	5
10488	93	5
10489	91	6
10490	92	8
10491	90	11
10492	91	13
10493	90	14
10494	90	14
10495	92	6
10496	94	6
10497	95	9
10498	88	10
10499	90	10
10500	92	10
10501	93	11
10502	96	13
10503	89	15
10504	88	16
10505	88	10
10506	88	9
10507	90	10
10508	91	10
10509	91	11
10510	91	12
10511	93	13
10512	95	13
10513	97	16
10514	97	17
10515	97	19
10516	101	19
10517	102	21
10518	103	23
10519	108	25
10520	110	25
10521	86	8
10522	84	10
10523	88	10
10524	89	13
10525	91	14
10526	92	17
10527	87	19
10528	91	21
10529	95	24
10530	97	25
10531	98	18
10532	99	20
10533	101	21
10534	102	24
10535	102	25
10536	102	26
10537	103	26
10538	103	27
10539	105	30
10540	106	32
10541	98	18
10542	98	15
10543	98	18
10544	102	20
10545	105	21
10546	107	25
10547	94	27
10548	95	28
10549	97	29
10550	100	31
10551	100	32
10552	100	32
10553	102	35
10554	105	38
10555	106	39
10556	84	24
10557	85	25
10558	89	25
10559	87	16
10560	86	16
10561	89	14
10562	91	12
10563	93	12
10564	95	13
10565	88	11
10566	92	12
10567	95	17
10568	95	15
10569	95	17
10570	92	17
10571	98	18
10572	99	19
10573	100	22
10574	103	22
10575	105	25
10576	109	27
10577	110	29
10578	111	31
10579	112	32
10580	104	14
10581	105	15
10582	96	18
10583	98	19
10584	99	20
10585	99	20
10586	100	23
10587	101	20
10588	94	20
10589	95	21
10590	100	22
10591	98	8
10592	97	7
10593	97	9
10594	96	9
10595	94	6
10596	94	7
10597	93	8
10598	93	10
10599	93	14
10600	94	17
10601	95	19
10602	96	19
10603	96	21
10604	98	23
10605	104	23
10606	106	24
10607	106	15
10608	106	17
10609	100	5
10610	103	6
10611	106	5
10612	106	9
10613	106	8
10614	108	7
10615	109	7
10616	110	8
10617	111	10
10618	89	11
10619	91	12
10620	94	5
10621	98	11
10622	100	13
10623	100	16
10624	90	11
10625	89	11
10626	90	13
10627	88	15
10628	89	15
10629	89	17
10630	88	19
10631	88	13
10632	89	14
10633	90	16
10634	89	16
10635	88	17
10636	86	11
10637	87	14
10638	89	17
10639	90	18
10640	86	18
10641	86	21
10642	87	21
10643	88	22
10644	90	14
10645	90	15
10646	90	16
10647	90	16
10648	91	17
10649	93	19
10650	94	21
10651	95	22
10652	96	24
10653	96	24
10654	96	27
10655	97	28
10656	98	30
10657	100	33
10658	102	33
10659	103	37
10660	105	38
10661	106	42
10662	108	46
10663	110	46
10664	113	49
10665	114	51
10666	74	21
10667	75	23
10668	76	23
10669	76	23
10670	77	26
10671	78	26
10672	83	27
10673	88	16
10674	89	19
10675	92	19
10676	92	21
10677	95	23
10678	99	26
10679	100	28
10680	100	29
10681	102	29
10682	102	32
10683	102	35
10684	105	36
10685	106	37
10686	106	37
10687	107	39
10688	109	41
10689	112	41
10690	112	44
10691	112	44
10692	115	44
10693	84	12
10694	85	12
10695	85	5
10696	87	6
10697	91	7
10698	92	6
10699	96	11
10700	97	14
10701	99	16
10702	101	19
10703	103	20
10704	105	23
10705	97	23
10706	97	24
10707	80	17
10708	80	19
10709	83	19
10710	86	20
10711	86	10
10712	89	10
10713	86	11
10714	86	11
10715	92	12
10716	99	14
10717	102	15
10718	95	13
10719	95	13
10720	95	16
10721	97	11
10722	100	10
10723	105	10
10724	99	12
10725	104	14
10726	107	10
10727	107	11
10728	100	11
10729	100	12
10730	103	13
10731	106	9
10732	108	9
10733	109	13
10734	109	9
10735	109	10
10736	113	11
10737	116	13
10738	122	10
10739	125	12
10740	129	12
10741	113	15
10742	115	16
10743	111	12
10744	115	13
10745	111	18
10746	112	21
10747	111	11
10748	111	11
10749	111	12
10750	111	10
10751	109	13
10752	109	13
10753	108	12
10754	108	13
10755	108	16
10756	107	16
10757	107	18
10758	107	20
10759	107	22
10760	108	22
10761	107	16
10762	110	16
10763	113	20
10764	114	21
10765	117	23
10766	117	25
10767	118	26
10768	119	27
10769	120	28
10770	121	31
10771	122	22
10772	125	24
10773	126	24
10774	128	22
10775	128	24
10776	129	20
10777	131	19
10778	133	17
10779	108	16
10780	108	14
10781	109	15
10782	110	15
10783	107	18
10784	107	18
10785	107	18
10786	107	18
10787	107	20
10788	109	19
10789	111	19
10790	112	23
10791	113	23
10792	113	26
10793	114	28
10794	116	30
10795	116	32
10796	118	34
10797	118	36
10798	122	38
10799	124	40
10800	124	41
10801	127	43
10802	129	44
10803	135	46
10804	135	49
10805	137	50
10806	139	51
10807	140	51
10808	141	53
10809	143	53
10810	108	15
10811	102	18
10812	103	19
10813	105	20
10814	107	12
10815	109	14
10816	112	15
10817	112	15
10818	112	13
10819	112	13
10820	98	12
